lat,lon,day_of_year,sst,ssh,sss,temp_50m,temp_100m,temp_200m,temp_500m
16.53,64.21,204,27.01,0.618,35.11,26.0,22.94,18.6,13.05
13.19,60.62,307,27.01,0.712,35.06,25.82,23.2,18.74,12.9
13.33,61.73,21,28.35,0.672,35.18,27.17,24.69,20.43,15.22
18.71,72.38,60,28.35,0.64,34.59,27.32,24.2,20.47,15.04
23.91,63.39,21,27.06,0.722,35.09,26.19,23.11,18.65,13.08
18.59,66.31,363,27.31,0.74,34.87,26.34,23.28,19.12,13.28
16.92,68.53,245,27.07,0.63,34.76,26.44,23.83,19.57,14.45
19.69,72.33,73,28.63,0.657,34.71,27.93,25.21,21.25,15.75
15.44,61.92,76,28.81,0.685,35.05,27.9,25.02,21.66,16.72
8.96,66.91,186,28.88,0.708,35.13,28.15,25.06,20.7,14.58
17.0,68.25,78,28.61,0.805,34.81,27.65,25.23,21.25,15.85
23.32,69.19,65,27.66,0.683,34.71,26.94,24.4,20.29,14.38
10.8,73.91,342,28.26,0.751,34.55,27.26,23.79,19.5,13.78
19.04,62.92,290,26.39,0.691,35.08,25.59,23.0,18.92,13.33
11.21,73.73,56,29.33,0.803,34.66,28.12,25.13,21.76,16.45
16.57,71.78,331,26.72,0.647,34.76,25.71,22.71,18.58,13.16
9.55,69.45,259,27.63,0.699,34.91,26.38,23.76,19.63,13.97
15.21,71.89,190,27.89,0.698,34.56,27.0,24.26,20.01,14.3
20.1,67.0,6,27.12,0.705,35.02,26.24,23.41,19.48,13.47
13.56,62.35,6,28.53,0.775,35.01,27.15,23.99,19.49,13.81
18.64,71.32,191,27.42,0.78,34.79,26.62,24.03,19.98,14.26
20.73,68.92,148,27.57,0.681,35.02,26.74,23.53,19.61,14.47
22.83,70.87,258,25.96,0.654,34.69,25.48,22.88,18.44,12.82
11.75,65.75,218,28.1,0.748,34.89,27.24,24.39,20.93,15.31
14.39,75.42,90,29.86,0.79,34.48,29.09,26.19,22.71,17.27
10.44,69.99,312,28.2,0.785,34.77,26.9,23.84,20.64,15.55
23.88,61.45,352,26.08,0.648,35.27,25.5,22.73,18.86,13.76
22.83,67.65,10,27.26,0.672,34.78,26.4,23.15,19.21,14.43
16.64,72.86,87,29.16,0.8,34.64,28.08,25.55,21.42,15.5
21.47,73.5,250,25.77,0.655,34.76,24.45,21.51,17.43,11.98
16.34,68.41,326,27.14,0.706,34.93,26.45,23.39,19.66,14.13
17.98,75.21,151,27.56,0.694,34.54,26.58,23.68,19.58,13.54
9.43,64.55,113,29.33,0.787,35.0,28.22,25.21,21.05,15.2
20.08,66.98,30,27.27,0.653,35.01,26.45,24.0,20.12,14.89
10.04,75.28,128,29.78,0.745,34.75,29.07,25.68,21.33,15.99
21.22,75.24,78,28.32,0.614,34.76,27.42,24.59,21.12,15.78
20.51,71.66,55,28.01,0.685,34.87,27.14,24.77,20.68,15.31
19.34,74.6,305,26.78,0.711,34.55,26.09,23.25,19.46,13.45
8.58,61.51,34,29.87,0.768,35.32,28.71,25.88,21.46,15.63
12.85,74.7,105,28.96,0.702,34.54,27.77,24.91,20.79,15.13
12.21,65.45,172,28.53,0.783,34.82,27.06,23.97,19.72,14.46
13.76,63.03,22,28.3,0.724,35.09,27.56,24.86,20.62,15.16
9.4,64.07,287,27.74,0.77,35.18,26.7,23.76,19.2,13.97
22.99,67.11,105,27.91,0.742,34.98,27.2,24.37,20.69,15.78
16.86,64.27,149,28.06,0.719,35.02,27.02,24.33,20.42,14.44
12.89,65.45,272,27.58,0.771,35.01,26.69,23.94,19.27,13.73
14.35,62.29,276,26.87,0.661,35.16,25.76,22.95,18.77,13.23
15.16,65.04,299,26.71,0.628,35.01,25.77,23.22,19.04,13.29
17.61,69.73,172,27.7,0.765,34.78,26.79,24.21,20.27,14.9
16.25,67.51,47,29.12,0.768,34.83,28.39,25.74,21.58,16.94
22.71,65.89,114,28.18,0.771,34.98,27.48,24.91,21.25,15.46
15.95,72.69,275,26.56,0.702,34.68,25.47,23.03,19.31,13.99
23.87,75.19,304,25.28,0.694,34.59,24.6,21.39,18.17,12.36
21.62,72.87,207,26.21,0.636,34.79,25.29,23.3,18.31,12.27
11.34,65.64,242,27.33,0.682,34.95,26.11,23.32,19.77,14.08
22.89,72.66,301,25.85,0.637,34.67,25.14,22.24,18.46,13.04
9.86,62.58,196,28.67,0.723,35.12,27.63,24.82,20.65,15.27
21.08,62.22,164,27.2,0.623,35.37,26.1,22.84,18.64,13.67
14.09,65.88,176,28.46,0.73,34.86,27.36,24.56,20.43,15.01
22.05,73.73,343,26.18,0.687,34.76,25.49,22.41,18.4,12.91
21.89,64.19,271,25.53,0.609,35.0,24.77,21.99,17.67,12.42
20.89,61.08,110,27.77,0.667,35.15,26.99,24.2,19.46,14.04
20.64,62.24,172,26.88,0.671,34.98,26.38,23.36,19.06,13.55
12.87,74.6,352,27.73,0.733,34.8,26.9,23.5,19.29,13.74
9.29,70.77,202,28.4,0.679,34.79,27.29,24.53,20.66,15.35
14.45,64.3,168,28.03,0.804,35.09,26.96,24.06,19.48,14.14
10.78,69.44,102,30.21,0.724,34.67,29.01,26.21,22.36,16.79
19.12,68.97,86,28.25,0.695,34.78,27.26,24.28,19.7,14.63
13.54,71.14,142,29.0,0.785,34.8,27.67,24.58,20.64,15.39
23.61,63.96,337,26.5,0.704,35.03,25.45,22.53,18.65,13.44
18.26,74.69,213,26.89,0.712,34.66,26.1,23.29,19.14,13.36
21.16,65.26,51,27.84,0.678,35.2,27.29,24.65,20.57,14.92
10.12,71.8,112,29.85,0.746,34.78,28.78,25.67,21.85,16.8
21.79,60.27,271,25.56,0.603,35.14,24.58,22.02,17.68,12.49
22.76,66.34,65,27.56,0.684,34.88,26.06,23.41,19.44,13.51
15.79,65.98,344,27.59,0.713,34.88,26.97,24.27,20.03,14.63
17.7,69.24,183,27.36,0.656,34.79,26.17,23.89,20.41,15.19
20.24,61.24,332,26.8,0.604,35.11,25.63,22.3,18.42,12.61
10.8,73.43,10,29.02,0.788,34.67,27.9,25.59,21.08,15.88
16.04,63.7,234,26.91,0.67,35.1,25.95,22.92,19.54,14.06
14.38,71.51,298,27.24,0.717,34.78,26.25,23.46,19.76,14.71
10.34,73.65,244,27.44,0.681,34.67,26.2,23.37,18.79,13.25
13.88,69.55,351,28.07,0.734,34.84,27.15,23.88,19.17,13.23
9.09,72.6,267,27.88,0.799,34.95,26.68,23.93,19.34,14.0
8.41,71.25,118,29.92,0.722,34.68,28.71,26.11,21.62,15.78
10.16,66.04,144,29.29,0.717,34.95,28.15,25.42,21.38,15.71
23.41,73.75,201,26.41,0.626,34.47,25.46,22.21,18.14,12.1
16.79,65.01,239,27.28,0.773,34.96,26.08,22.83,19.02,13.28
23.45,69.71,334,26.0,0.649,34.72,24.95,21.92,17.7,12.6
14.92,72.67,246,26.76,0.708,34.62,25.56,23.09,18.88,13.43
12.99,66.44,346,28.22,0.611,34.82,27.29,24.51,20.46,14.89
16.1,65.15,8,27.97,0.724,34.86,27.09,23.63,19.98,14.22
15.03,67.81,152,28.81,0.72,34.9,27.77,25.53,20.68,15.24
9.69,73.91,211,28.62,0.784,34.71,27.49,25.05,20.85,15.28
18.25,75.81,158,27.38,0.718,34.49,26.7,23.51,19.94,15.16
11.46,69.27,58,29.48,0.738,34.63,28.53,25.54,21.47,15.97
17.91,71.24,86,28.64,0.792,34.76,28.03,25.05,20.83,15.47
18.4,75.36,55,28.12,0.781,34.63,27.1,24.36,19.94,14.25
10.43,61.68,201,27.68,0.761,35.2,26.38,23.56,19.82,14.31
8.98,63.95,122,29.41,0.783,34.94,28.51,25.41,21.12,15.76
20.49,72.05,108,28.31,0.708,34.66,27.43,24.97,20.68,14.9
15.36,74.0,304,26.7,0.68,34.53,25.56,23.25,19.69,14.37
8.93,74.57,132,29.54,0.739,34.54,28.53,25.65,21.13,15.67
23.92,67.06,198,26.32,0.669,34.84,25.38,22.38,18.93,12.74
8.92,61.52,47,29.52,0.732,35.09,28.56,26.17,22.14,16.89
19.12,67.44,228,26.87,0.669,34.88,26.07,22.58,18.49,13.14
23.74,63.92,245,25.4,0.718,35.05,24.55,21.42,17.43,12.0
11.83,64.95,203,28.46,0.736,34.92,27.08,24.51,20.42,14.73
10.28,73.13,261,27.48,0.677,34.66,26.22,23.8,19.49,14.73
9.94,61.28,178,28.61,0.684,35.06,27.83,24.89,20.93,15.25
12.85,74.07,24,28.54,0.722,34.46,27.86,25.69,21.39,14.99
9.62,67.27,175,29.37,0.781,34.96,28.8,25.17,21.24,15.9
19.07,70.13,274,26.35,0.666,34.73,25.53,23.02,19.85,14.31
9.0,61.52,340,28.12,0.712,34.97,26.8,23.97,20.14,14.21
16.15,65.74,261,26.64,0.686,35.03,25.95,22.96,18.79,13.21
23.95,61.52,286,24.73,0.628,35.11,23.87,21.32,17.32,11.8
21.02,76.35,1,26.67,0.698,34.59,25.67,22.71,18.48,12.75
17.84,73.72,86,28.49,0.754,34.69,27.64,24.43,20.26,14.79
12.9,67.81,338,27.49,0.691,34.78,26.85,24.04,19.9,14.5
17.98,63.8,69,28.98,0.734,35.14,28.04,25.16,21.25,15.73
16.43,75.87,31,27.77,0.703,34.38,26.82,23.74,20.0,14.22
14.82,65.86,198,27.23,0.709,34.93,25.94,22.92,19.66,14.3
10.09,62.74,91,30.02,0.816,35.04,28.97,25.93,22.09,16.11
22.19,69.57,349,26.61,0.655,34.74,25.91,22.6,18.06,12.68
15.2,76.04,16,28.14,0.708,34.68,27.15,23.79,19.17,13.77
11.11,60.07,310,28.17,0.683,35.23,27.11,24.55,20.43,14.86
13.88,64.05,276,27.1,0.623,34.9,26.15,22.91,19.21,13.55
14.63,75.95,338,27.84,0.656,34.44,26.64,23.8,19.62,13.75
21.24,62.91,162,27.41,0.652,35.3,26.1,22.72,18.54,12.88
19.74,61.93,192,26.88,0.65,35.08,25.97,23.6,19.86,14.12
20.31,69.69,151,27.61,0.717,34.73,26.69,23.76,19.64,13.84
8.18,74.65,113,30.37,0.738,34.73,29.37,26.83,23.15,17.28
14.66,68.11,273,27.03,0.682,34.7,26.53,24.32,19.62,14.51
15.7,76.91,176,27.91,0.741,34.66,27.21,23.95,20.04,14.77
8.31,71.55,149,29.75,0.729,34.66,28.22,25.16,20.35,15.58
12.16,61.26,178,28.76,0.713,35.2,28.23,25.63,21.64,16.21
20.16,76.88,223,26.24,0.604,34.48,25.49,22.5,18.76,13.48
10.19,66.93,259,27.41,0.654,34.77,26.28,23.54,18.79,13.26
16.56,64.89,273,26.65,0.724,35.02,26.0,23.16,18.15,13.1
11.44,69.48,189,27.81,0.725,34.92,26.25,22.69,18.93,13.41
8.19,65.17,306,28.09,0.799,34.76,26.87,24.25,20.33,15.12
11.86,61.47,90,29.28,0.719,35.03,28.28,25.38,20.84,15.4
23.61,60.02,343,26.5,0.725,35.32,25.7,22.48,18.48,13.53
20.82,67.64,262,26.55,0.637,34.93,25.98,23.63,19.31,13.67
23.35,74.23,156,27.02,0.66,34.68,26.44,23.4,19.23,14.07
15.81,69.73,200,27.07,0.791,34.9,26.24,23.12,18.91,13.38
9.76,76.99,55,29.66,0.726,34.57,28.52,25.11,20.48,14.73
16.77,64.88,254,26.47,0.728,35.02,25.72,23.04,19.3,13.78
15.27,64.77,173,28.3,0.718,35.12,27.21,24.36,19.84,13.66
21.51,62.72,200,26.69,0.628,35.05,25.99,22.66,18.59,13.37
9.57,62.79,102,29.86,0.708,35.09,28.62,25.84,22.0,16.7
15.81,64.85,285,26.68,0.675,35.09,25.77,23.18,18.75,13.82
10.4,73.48,151,28.92,0.693,34.58,27.56,24.85,20.64,14.85
13.19,75.4,111,29.6,0.746,34.73,28.79,26.32,22.01,16.29
19.8,76.58,266,26.53,0.59,34.57,25.55,22.58,19.17,13.29
15.62,63.95,91,28.7,0.745,34.93,27.46,25.11,21.38,15.99
14.01,74.98,177,27.74,0.64,34.58,26.55,23.73,19.93,14.31
14.31,65.58,231,27.04,0.679,34.84,25.99,23.39,20.17,14.43
15.35,61.92,29,28.11,0.658,35.13,26.95,24.5,20.55,15.17
20.56,74.79,301,25.66,0.689,34.57,24.94,22.89,18.65,13.48
22.27,70.81,195,26.18,0.571,34.68,25.29,22.18,17.51,12.04
23.29,62.8,307,25.64,0.628,34.91,25.01,21.98,17.6,11.95
20.59,67.31,239,26.0,0.672,34.83,25.07,22.29,18.26,13.11
13.05,64.88,357,28.19,0.73,34.99,27.31,24.34,20.61,15.03
19.01,72.53,267,25.99,0.6,34.66,25.09,22.05,17.69,12.11
15.0,67.71,214,26.97,0.609,34.75,25.93,22.67,19.2,13.86
12.07,76.82,82,29.57,0.788,34.53,28.32,25.47,20.75,15.04
21.45,60.93,128,27.63,0.694,35.06,26.79,24.19,19.94,14.74
8.61,66.04,262,27.89,0.664,35.05,26.93,24.2,20.26,14.49
22.43,68.19,67,27.43,0.726,34.98,26.46,23.11,19.06,13.38
15.38,68.55,62,28.29,0.696,34.83,27.32,23.99,20.08,14.23
18.2,65.37,133,27.89,0.68,35.14,26.86,24.04,19.99,14.75
18.55,72.4,137,28.14,0.679,34.69,27.62,24.71,20.86,15.77
22.32,74.87,28,27.32,0.659,34.48,26.55,23.63,19.43,13.88
18.19,75.96,211,26.95,0.647,34.68,26.05,23.14,18.92,13.56
17.82,73.69,205,26.9,0.69,34.81,25.88,22.89,18.46,13.07
9.07,74.46,253,27.46,0.756,34.72,26.54,23.71,20.48,15.07
16.29,69.36,38,28.92,0.682,34.75,27.96,25.45,21.32,15.47
10.4,74.04,43,29.8,0.75,34.51,28.71,25.56,21.63,15.94
19.8,65.16,117,28.61,0.722,34.96,27.71,24.99,20.8,15.53
16.2,66.77,190,27.71,0.72,35.18,26.53,23.7,20.23,15.1
18.88,65.39,46,28.34,0.76,34.87,27.73,24.32,20.22,15.0
8.67,67.95,166,28.99,0.733,34.96,28.07,25.01,21.04,15.54
9.36,64.85,305,27.81,0.679,35.0,26.72,23.88,19.43,14.17
19.46,76.35,203,26.58,0.691,34.64,25.67,23.48,20.08,14.12
9.15,65.32,233,27.59,0.632,34.86,26.32,23.29,19.27,13.17
9.14,61.67,245,27.29,0.603,35.11,25.9,22.91,19.53,13.62
8.19,68.96,209,28.56,0.831,34.75,27.27,24.48,20.14,15.49
23.3,60.97,248,25.67,0.608,35.08,25.08,22.25,17.97,13.09
19.8,61.88,295,26.02,0.634,35.2,25.06,21.86,17.55,11.57
13.65,63.73,327,27.29,0.711,34.94,26.5,23.13,18.91,13.35
12.74,67.89,158,28.23,0.731,34.91,27.2,23.78,19.94,14.31
13.6,67.37,1,28.26,0.753,34.91,27.08,24.45,19.54,14.42
20.39,73.59,217,26.37,0.699,34.56,25.36,22.2,18.08,12.77
18.58,72.57,249,26.59,0.61,34.62,25.73,23.64,19.22,13.61
10.96,67.25,69,29.71,0.812,34.94,28.33,25.26,20.81,15.48
10.79,65.67,30,29.39,0.772,34.97,28.17,25.51,21.6,16.33
9.57,65.38,115,29.86,0.781,34.99,28.68,25.44,21.46,15.41
18.56,73.16,8,27.63,0.716,34.65,26.89,24.09,20.33,14.99
20.23,60.89,275,26.25,0.568,35.13,25.43,23.07,19.12,13.62
12.24,60.22,315,27.4,0.683,35.19,26.4,23.45,19.42,13.58
8.34,73.52,335,28.5,0.686,34.8,27.48,24.31,19.99,14.31
9.31,68.11,36,29.37,0.707,34.93,28.48,25.51,21.04,15.63
23.49,62.22,311,25.68,0.621,35.1,24.88,22.0,18.14,12.68
12.73,64.0,44,29.59,0.791,34.93,28.36,25.17,20.97,15.41
20.31,75.85,155,27.89,0.718,34.52,27.06,24.69,20.75,15.16
17.99,74.61,77,28.5,0.743,34.52,27.41,24.55,20.45,14.96
14.11,72.07,78,29.38,0.734,34.64,27.97,25.48,20.57,14.59
11.29,68.2,101,29.31,0.764,34.69,28.29,25.73,21.82,16.84
9.94,68.85,30,29.23,0.739,34.85,28.26,25.9,21.55,15.94
17.84,76.58,39,27.98,0.747,34.74,27.13,23.88,20.12,14.78
20.39,76.42,239,26.28,0.686,34.56,25.51,22.86,18.02,13.01
18.3,63.66,13,27.66,0.706,35.13,26.97,23.97,20.63,15.47
16.48,73.79,122,28.85,0.703,34.74,27.7,24.81,20.47,15.06
8.67,63.35,144,29.87,0.777,35.04,28.69,25.47,21.56,16.03
23.5,63.63,172,26.75,0.682,35.03,25.69,23.54,19.16,13.65
20.78,71.49,247,25.88,0.651,34.6,25.11,22.06,17.73,11.74
12.69,66.89,247,27.21,0.667,34.94,26.43,23.79,19.97,14.1
23.68,75.84,45,27.23,0.661,34.57,26.31,23.1,18.92,13.49
17.63,61.51,253,26.43,0.676,35.05,25.64,22.73,18.58,12.96
17.32,68.7,291,26.47,0.63,34.97,25.38,22.88,19.12,13.17
19.97,75.61,207,26.78,0.663,34.5,26.03,23.3,19.28,13.87
20.99,75.37,7,27.32,0.713,34.87,26.01,22.88,18.96,13.68
18.5,62.66,242,25.92,0.665,35.13,25.31,22.27,17.92,12.77
10.05,66.23,110,29.45,0.707,34.95,28.15,25.34,21.51,16.17
13.41,70.53,114,28.95,0.75,34.97,27.97,25.09,21.03,15.34
22.85,62.71,307,25.79,0.725,34.86,25.25,21.99,18.07,12.77
11.59,76.46,302,27.31,0.716,34.51,26.03,23.06,19.11,13.69
13.95,75.55,276,26.23,0.646,34.53,25.58,22.71,19.06,13.29
14.91,62.84,96,29.74,0.815,35.07,29.18,26.45,22.55,16.76
15.03,62.06,294,26.22,0.745,35.14,25.38,22.81,18.25,13.0
17.81,61.45,189,27.4,0.727,35.12,26.48,23.82,19.48,14.08
23.09,75.46,360,26.8,0.605,34.72,25.95,23.25,19.24,13.81
11.85,63.29,288,27.04,0.706,35.11,26.11,23.37,19.43,13.95
9.94,67.08,154,29.47,0.808,34.97,28.53,25.77,21.14,15.82
11.16,67.63,58,29.23,0.664,34.94,27.77,25.23,20.73,15.08
22.19,70.18,338,26.38,0.699,34.66,25.49,23.15,19.49,13.95
18.33,61.22,50,27.71,0.693,35.17,26.68,23.54,20.22,14.95
12.57,63.85,207,28.17,0.768,35.07,27.0,23.98,19.22,13.73
21.06,75.84,52,27.98,0.707,34.45,26.98,24.43,20.43,14.71
21.78,75.44,342,25.99,0.663,34.67,24.89,21.76,17.68,11.97
21.54,73.28,150,27.79,0.718,34.46,27.25,24.01,20.31,14.82
22.7,60.33,53,28.23,0.746,35.44,27.29,24.22,20.32,14.05
12.04,65.56,213,27.52,0.713,34.97,26.45,23.61,19.84,14.87
20.08,70.68,66,28.21,0.68,34.69,27.27,24.29,19.28,13.72
15.37,64.68,232,26.84,0.665,35.07,25.75,23.03,18.93,13.58
21.47,75.46,299,25.66,0.64,34.64,24.89,21.99,17.53,12.22
19.66,70.78,338,26.45,0.713,34.97,25.5,22.54,18.09,12.67
20.42,61.22,151,27.56,0.716,35.33,26.81,23.45,18.86,12.95
18.5,75.45,205,26.79,0.648,34.45,26.2,23.55,19.55,13.73
10.84,76.28,320,27.63,0.662,34.52,26.34,23.7,19.73,13.78
16.72,61.32,255,26.43,0.689,35.06,25.54,22.64,18.8,13.62
23.75,69.05,137,27.71,0.682,34.91,26.97,24.17,19.91,13.94
23.0,65.16,135,27.83,0.735,35.14,26.77,23.95,20.4,14.7
8.69,66.68,54,29.4,0.75,34.8,28.42,25.86,21.39,16.28
10.64,63.05,65,29.51,0.814,35.07,28.39,25.55,20.87,15.03
10.11,69.83,2,29.1,0.714,34.74,28.34,25.08,21.07,15.61
19.62,76.29,132,28.26,0.775,34.63,27.57,25.26,20.89,15.61
21.08,68.55,334,26.53,0.705,34.9,25.67,23.2,19.32,13.8
11.42,61.41,32,29.19,0.728,35.26,28.09,25.24,20.88,15.43
16.09,70.54,356,27.52,0.661,34.74,26.91,24.13,19.8,14.46
21.45,65.78,360,26.87,0.753,34.96,25.9,23.11,18.75,13.78
19.72,74.55,243,26.08,0.616,34.66,25.25,22.21,17.82,12.04
16.68,67.39,192,27.76,0.715,34.88,26.8,24.28,20.18,14.54
17.45,63.28,142,28.24,0.731,35.1,27.54,24.98,20.98,15.67
16.13,63.25,148,28.42,0.723,35.2,27.71,24.83,20.43,14.87
12.76,73.07,89,29.71,0.792,34.89,28.79,26.09,21.53,15.86
17.04,64.51,49,28.44,0.686,34.97,27.4,24.87,20.97,15.78
19.02,73.04,136,28.19,0.793,34.89,27.26,24.43,20.48,14.31
21.97,63.5,191,26.62,0.636,35.01,25.54,22.41,18.59,13.43
18.18,65.47,149,28.1,0.707,35.07,27.23,24.59,20.07,15.04
20.18,67.91,87,28.27,0.661,34.83,27.24,24.42,19.99,14.43
10.56,76.03,8,28.62,0.77,34.46,28.0,24.79,21.01,15.12
15.38,75.84,223,26.91,0.753,34.69,25.83,23.26,19.52,14.07
8.15,63.52,357,28.76,0.813,35.05,27.85,25.01,20.75,15.39
11.95,66.09,16,29.04,0.787,35.08,28.3,25.34,20.86,14.87
19.62,62.54,296,26.33,0.645,35.17,25.61,23.41,19.03,13.55
23.87,68.67,106,27.31,0.689,34.89,26.4,23.4,18.91,13.99
9.59,67.83,283,27.45,0.681,34.94,26.24,23.12,19.34,14.22
14.42,75.31,104,29.02,0.692,34.7,28.61,25.81,22.0,16.66
20.8,75.81,361,26.53,0.654,34.66,26.06,23.19,19.12,13.74
11.26,66.52,146,29.3,0.785,34.9,28.3,25.24,20.87,15.38
16.88,68.36,35,28.32,0.685,34.91,27.31,24.89,20.44,14.98
19.73,75.24,113,28.96,0.648,34.74,27.9,24.74,20.4,14.87
17.86,73.71,308,26.42,0.613,34.66,25.38,22.66,18.21,12.77
11.01,60.06,53,29.27,0.781,35.15,28.35,25.48,21.47,15.48
13.69,65.44,347,27.52,0.627,34.92,26.98,24.16,20.36,14.21
20.54,67.17,81,28.16,0.696,35.0,27.27,24.77,20.99,15.26
16.87,63.91,104,29.02,0.725,35.02,28.32,26.07,21.62,16.42
8.08,63.39,322,28.39,0.732,35.1,27.45,24.59,20.25,14.92
20.18,60.64,242,27.03,0.69,35.15,26.09,23.51,19.19,13.95
8.56,70.94,31,29.16,0.761,34.88,28.25,25.39,21.69,16.22
19.93,64.46,317,26.35,0.655,35.04,25.68,22.87,18.24,13.11
11.24,60.89,192,28.11,0.676,35.31,27.24,24.54,20.44,15.34
23.33,63.93,357,26.64,0.705,35.18,25.75,22.94,18.49,13.35
13.89,73.63,361,28.45,0.653,34.65,27.59,24.49,20.31,14.61
13.23,74.48,233,27.56,0.728,34.75,26.78,24.32,20.49,15.01
10.38,68.21,98,29.47,0.8,34.84,28.59,25.83,21.6,15.96
12.89,67.07,34,29.13,0.838,34.94,28.33,25.4,20.99,15.94
22.03,76.62,243,25.23,0.597,34.46,24.35,21.36,17.56,12.4
23.94,63.41,59,26.91,0.655,35.12,26.33,23.59,19.54,14.18
13.89,63.66,259,26.88,0.679,35.08,26.14,23.22,19.32,14.02
15.18,64.96,17,28.45,0.723,35.05,27.38,24.58,20.58,15.17
19.55,62.94,78,28.54,0.76,34.95,27.37,24.44,19.85,14.07
22.18,66.45,206,26.97,0.7,34.74,26.46,23.36,19.79,14.61
17.49,75.48,302,26.55,0.652,34.47,25.53,23.18,19.0,14.11
14.26,70.46,166,28.36,0.717,34.83,27.22,24.08,20.32,14.97
14.6,67.0,291,27.21,0.724,34.99,26.26,23.17,18.93,13.39
19.13,75.88,112,28.34,0.67,34.68,27.39,24.76,20.89,15.17
8.05,60.82,317,28.23,0.707,35.13,26.72,23.96,20.27,14.69
17.91,63.57,353,27.4,0.714,35.08,26.66,24.0,20.25,14.37
13.69,69.62,145,28.58,0.685,34.75,27.74,25.05,21.0,15.22
20.71,70.46,156,27.74,0.561,34.92,26.67,23.66,19.42,13.87
9.49,60.67,178,29.53,0.814,35.1,28.43,25.72,21.06,15.66
17.41,66.85,346,27.54,0.695,35.04,26.41,23.37,18.77,12.83
15.7,71.04,136,28.46,0.673,34.73,27.32,24.8,21.14,15.7
18.28,71.87,315,27.25,0.724,34.88,26.22,23.05,18.62,13.6
9.04,70.85,18,29.42,0.744,34.78,28.42,25.31,21.54,16.17
17.28,65.45,351,27.45,0.652,35.0,26.92,23.86,20.13,14.78
16.98,61.59,155,28.17,0.73,35.06,27.15,24.38,20.46,15.08
16.97,67.26,272,26.66,0.672,35.13,25.89,23.04,19.09,13.11
17.66,62.19,266,26.4,0.637,35.21,25.63,22.84,18.28,12.32
18.82,76.11,360,27.28,0.658,34.61,25.95,23.09,18.45,13.13
20.88,68.08,332,26.38,0.62,34.9,25.24,22.42,18.05,12.77
12.32,65.39,16,28.97,0.769,34.92,28.35,25.32,21.88,16.69
21.2,73.03,12,27.52,0.646,34.75,26.57,23.29,19.74,14.65
15.97,68.47,75,28.91,0.705,34.85,28.04,24.77,20.69,15.03
9.23,65.27,212,27.78,0.707,34.99,26.75,23.65,20.07,14.86
8.94,73.8,179,28.94,0.797,34.74,27.42,24.42,19.95,14.73
13.35,74.74,129,28.94,0.743,34.64,27.79,25.36,21.11,16.07
20.56,71.44,283,25.79,0.667,34.74,25.07,21.93,18.46,13.44
19.32,60.8,195,27.01,0.684,35.31,25.93,22.76,19.5,13.88
20.62,69.63,268,25.6,0.674,34.73,24.65,21.27,17.48,11.95
16.28,72.98,30,27.87,0.784,34.52,26.67,23.93,19.2,13.76
15.04,62.32,9,28.22,0.699,35.03,27.07,24.16,20.6,14.85
10.36,63.89,309,27.67,0.701,35.06,26.49,23.25,19.04,13.88
13.25,75.0,310,27.24,0.694,34.67,25.85,22.99,19.18,13.62
14.94,60.34,165,28.47,0.745,35.11,27.72,24.67,20.61,15.46
9.42,72.8,193,28.37,0.727,35.06,27.0,24.53,20.83,15.79
11.53,68.05,305,27.54,0.674,34.9,26.46,23.42,19.34,13.75
17.57,67.6,260,26.8,0.674,34.91,25.72,23.39,20.39,14.36
19.77,60.12,192,26.96,0.776,35.07,26.29,23.46,19.74,14.23
23.97,73.93,79,28.35,0.733,34.5,27.3,24.32,19.71,14.61
22.93,66.12,179,26.85,0.599,34.78,25.87,22.99,18.22,13.12
18.28,69.19,91,28.4,0.706,34.97,27.22,24.46,19.69,14.16
14.74,71.51,215,27.61,0.699,34.86,26.14,23.21,19.35,13.88
18.18,71.94,79,28.61,0.723,34.72,27.8,24.66,20.94,15.4
20.57,76.25,103,28.61,0.725,34.43,27.74,25.07,19.93,14.25
9.89,69.03,111,29.97,0.781,34.81,28.93,26.34,22.73,16.71
14.56,66.8,314,26.99,0.7,35.07,26.17,23.63,19.67,14.32
21.44,76.21,247,26.37,0.671,34.5,25.54,22.65,19.2,13.55
14.14,70.92,234,27.0,0.718,34.67,25.91,23.38,18.89,13.46
17.15,65.07,82,28.16,0.655,34.96,27.28,24.54,20.56,15.26
17.4,62.15,132,28.77,0.723,35.08,27.74,24.79,20.8,15.57
10.95,74.32,235,27.72,0.719,34.7,26.88,23.85,19.44,13.74
13.8,66.16,278,27.32,0.7,34.73,26.24,23.67,19.06,13.27
13.35,71.23,335,27.34,0.664,34.77,26.3,22.97,19.24,13.92
8.42,68.0,99,30.05,0.75,34.81,29.07,26.61,22.6,17.3
8.39,63.38,38,29.56,0.723,35.01,28.92,26.1,22.15,16.48
21.31,70.23,161,27.72,0.741,34.87,26.66,23.61,20.06,14.85
12.37,61.03,117,29.62,0.685,35.03,28.35,25.29,21.17,15.66
16.29,67.03,241,26.81,0.623,34.94,25.8,22.86,18.89,13.16
12.78,69.29,26,28.87,0.753,34.88,27.69,25.03,21.07,15.28
23.05,67.41,136,27.26,0.709,34.96,26.58,23.82,19.87,14.52
12.15,72.73,50,29.52,0.692,34.76,28.52,25.54,20.87,15.45
14.87,74.07,294,27.08,0.707,34.69,25.87,22.86,18.75,13.36
21.96,73.11,298,26.5,0.672,34.75,25.8,23.06,19.43,13.59
